Review,Rating
Взял этот телефон так как разбил экран на Samsung gt-n7000. Был выбор взял Highscreen Blast но он зараза выключается сам! HTC Desire V оказался порядком дороже. Но оказывается у него есть сквозное подключение интернет к компьютеру подключил и качай что хочешь на HTC! Но это еще не всё. При сквозном подключении к компьютеру на котором есть интернет смартфон может ещё работать и как wi-fi роутер что вообще замечательно т.к. у меня ноут берет Wi-Fi скорость замечательная! Слабая начинка и подтормаживает но это всё пустяки для меня т.к. Wi-Fi роутер это чтото с чемто неповторимое! Первый раз увидел чтоб на смартфоне была такая опция! Было очень много телефонов менял их как параноик но этот просто удивил по своим возможносям!,5
"Вообщем я разочарован, накоплю денежков и куплю другой аппарат.",2
"За свои деньги телефон реально неплохой, две сим карты, удобное меню, батареи хватает больше чем на двое суток, и то до конца разряжать неполучалось, флешку на 32гб читает на ура, не тупит, в целом телефон достойный!",4
"Юзал его около года. Долго искал замену.Приобрел Philips w832 - тоже двухсимочник, но звонит, в отличие от нтс он гораздо стабильнее.",2
"Многие недостатки, описанные предыдущими людьми, в действительности не значительны. В любом телефоне их полно. Но есть недостатки переходящие из отзыва в отзыв. И этот отзыв - не стабильная связь! Задумайтесь, если хотите оставаться на связи. Внимательно читайте отзывы и обращайте внимание на опыт использования. Первые 2 месяца я его в кнопки целовала и продолжала бы, если бы мне не его сбои.",3
"Это мой первый смартфон и первое что стало раздражать несоответствие цены в 15 990р., и качества продукта. Как телефон вполне приемлем, но почему нельзя было в настройках, сделать разными сигналы смс, для разных сим карт, их всего то две? Если активен интернет, то вторая симка недоступна, а интернет серфинг просто мучение. Фото получается как в фотошопе, голова одного, а туловище другого человека, цвета крикливые и неестественные. Но было и хорошее, оффлайновый навигатор прилежно водил 3 500 км до моря и обратно, все мои контакты синхронизированы в аккаунте гугл и теперь надеюсь не пропадут при смене телефона. Мои негожие фото с камеры, так же сохранятся в сети. Когда садишься в машину, аппарат через блютуз, сам подключается к медиасистеме и буде нормальным интернет, можно было бы, слушать интернет радио. Когда придет время менять, наверное не выберу телефон HTC.  Вот пришло время прощаться со стариком, который прослужил мне почте 3 года и хотя он последнее время быстро разряжался и зависал порой, все же мне его жаль. Для своего времени он был неплохим аппаратом.",3
"Результатов пока не знаю, хожу без телефона вообще...",2
"После 6 месяцев использования стал ежедневно перезагружаться, ярлыки приложений, установленных на карту памяти стали после этого исчезать. Смартфонами на андроиде раньше не пользовался, поэтому хочу сказать про батарею - при обычном использовании (немного разговоров, интернета, музыки) заряда батареи хватает максимум на сутки, а если немного активнее начать пользоваться, то и до вечера заряда не хватит. В общем кабель для его зарядки таскать с собой лучше всегда. Если данной модели добавить немного мозгов и заряда батареи и оставить ту же цену, то она бы меня полностью устраивала, а так планирую брать другой двухсимочник.",3
"Пользовался данным аппаратом год и к нему есть претензит . Батарея быстро садится процессор не держит хорошие игры\приложения. После года использования стал сильно тупить сенсор. По гарантии отдал сделали. Теперь он стал постоянно перезагружатся,   гарантия закончилась уже отдал частнику на ремонт, вроде сделал но через 3 дня снова постоянно сам перезагружается :( поэтому телефоном разочарован. Мог бы ещё пользоваться но его постоянные сами то себе перезагрузки бесят :(",3
"Прекрасный телефон,стоит брать.Только долго нужно разбираться в нем(без инструкции трудно)",5
"купила телефон около года назад, первоначально очень нравился, никаких вопросов не было. позже прочитала про него отзывы, и оказалось что у большинства он работал около года. я стала с ужасом ждать этой даты. по ходу работы стала плохо нажиматься кнопка блокировки экрана. спустя год телефон просто завис и отказался включаться. в ремонте сказали, что ремонтировать не будет смысла, так как в итоге он снова сломается.что мы имеем в результате: довольно хороший смартфон, который выполняет много функций, хотя чем он старее, тем он более зависающий. мне жалко было с ним прощаться, но для потраченных денег такой срок работы уж очень не рационален.",2
"Пользуюсь уже 3 месяца, из недостатков только напрягает скрипучая задняя крышка и мало оперативки. Остальное удовлетворяет. Музыка тоже отлично играет через наушники. Купил самсунговские вакумные, с переключателем. еле нашёл такие. Хоть можно не доставая телефон из кармана музыку клацать. Насчёт зарядки могу сказать, если тупо сидеть в интернете весь день, то под вечер останется процентов 7-8 заряда. А если немного интернета и звонки около 1 часа в день, мне хватает его на 2 - 2.5 суток",4
"советую всем этот телефон, только перед покупкой как следует проверьте его. всяко бывает....",5
"когда муж подарил не могла нарадоваться!а затем началось!вечные перезагрузки.звонит когда он хочет.или не сбрасывает звонок.поработал год с горем попалам и четыре месяца вообще откровенной войны.а однажды просто не включился.оказывается перестала работать внутренняя карта памяти.починить нельзя,а если и починишь то слишком дорого.проще купить новый.больше телефоны этой фирмы не возьму!муж купил самсунг.",1
"Очень доволен, комбайн многофункциональный, экран отличнейший уж на что у htc были хорошие экраны , но у этого смарта лучше и дешевле чем у htc и самсунга. Раньше было предубеждение перед lg, а сейчас не нарадусь от удобного и надежного смарта. В эксплуатации с мая 2014.",5
"флагман с развитой функциональностью по цене ниже конкурентов. Из реально полезных и удобных фич: 1) Knock On 2) качелька громкости с обратной стороны смартфона 3) автоматический ответ на вызов при поднесении к уху 3) работает как универсальный пульт ДУ, проверил на смарт-тв LG и на древнем аудиоусилителе Technics.",5
"Отличный смартфон за адекватную цену. Считаю стоит каждого рубля заплаченного за него. Покупкой доволен на все сто, взял в день старта продаж",5
"Счастливый обладатель данного смартфона, пользоваться одно удовольствие. Советую к покупке.",5
"Для 2013 года - это просто улет. Сейчас отдал брату, захотелось попробовать айфон.)",4
"Это мой первый смартфон, поэтому не с чем сравнивать, чем я бы долго пользовался. Выбирал между этим и Nokia Lumia 1520, но сильно сомневался в винде 8 (хотя андроид я тоже недолюбливал после опыта общения на неудачных его реализациях на разных аппаратах). После того как увидел какого размера эта Lumia и какие у неё толстые полоски корпуса снаружи дисплея - отказался.",5
"Телефон - супер.До данного девайса использовал Iphone 4 и Samsung Galaxy S3",5
"Покупал Евротест за 16000 рублей, вполне приемлемая цена за аппарат такого качества. Этот аппарат - взлетная полоса для G3 и следующих за ним приемников. Правда тяжело найти оригинальный чехол, только на остатках и за 1800 рубчиков.",5
"В итоге имеем очень и очень даже шикарный аппарат за шикарные деньги!Да есть небольшие минусы в сравнении с предыдущим мобильником (уровень сигнала чуть похуже), но не критично. Но зато сколько плюсов! Выбирал между LG G2 и LG Nexus 5. Перетянули фишки обычного LG. Всякие там двойные окна (калькуляторы, браузеры), к чему очень привык на предыдущем телефоне.К покупке безусловно рекомендую!",5
"Держать и работать с телефоном одно удовольствие. Выглядит солидно. Все летает. FullHD экран позволяет без труда читать и смотреть все что нужно. Звук отличный. Огромный минус - это покрытие задней части телефона. Из-за чего его очень легко выронить из рук. Что случалось со мной не раз. Последний раз это привело к поломке экрана (появились белые полосы на экране). Упал с высоты меньше метра(( Период эксплуатации меньше 4 месяцев. Жизнь жестока.Так что не жалейте денег на фирменный чехол.",4
"Без комментариев лучшее Андройд устройство (баланс) на сегодняшний день. Оставляет приятные впечатления. Кнопки на спинке - неудобство, но мне хватило недели чтобы привыкнуть. Так что смелее.",5
"Купил телефон в июне 2014 года. Покупкой остался доволен. Телефон, правда, тогда не вызвал бурю эмоций, и воспринимался как, что так всё должно и быть. К слову, в то время телефоны от LG воспринимались как нечто нестандартное, может даже несерьёзное, но отзывы об этой модели были положительные, что и способствовало покупке. Стоил он на момент покупки не так уж и дорого -  13-15 тысяч рублей. Три года пользовался им без нареканий, устраивало всё, но в последнее время начал сдавать  позиции аккумулятор и производительности стало не хватать даже в повседневных задачах. Сейчас телефону 4,5 года, в течение этого периода телефон использовался ежедневно в различных условиях, десяток раз падал и он до сих пор в рабочем состоянии и, кроме того, ни разу не было нужды в ремонте!  И вот, когда настала пора менять телефон, после сравнения с кучей сегодняшних моделей, я по-настоящему понял, насколько этот аппарат грандиозен! Телефон явно опередил своё время. На 2,5 – 3 года я вообще забыл о рынке мобильных устройств, так как LG G2 на твёрдую пятёрку выполнял всё свои задачи. Даже представить не могу, были ли и вообще у него конкуренты на то время? Скорее всего, он не оставлял им ни единого шанса.  С  телефоном рано или поздно придется расстаться. Но это действительно телефон с большой буквы. Одна из лучших моих технических покупок. Аппарат честно отработал каждую вложенную копейку. 5 из 5 однозначно!",5
Покупайте Nexus 5 - выигрывает цена/качество LG G2,3
"Уже год как пользовался samsung galaxy note 2, ждал начала презентации и начала продаж note 3, но был разочарован отсутствием оптической стабилизации. Тут узнал о новом флагмане LG. Железо мощное, огромный экран при размерах с galaxy s4, оптическая стабилизация камеры, восторженные отзывы. Это меня подкупило и вместо note 3 купил lg g2. Что не понравилось сразу, так это приевшийся уже глянцевый пластик, но на этот минус забил ввиду множества других плюсов. Но спустя несколько дней корпус начал скрипеть, ужасно раздражая и действуя на нервы, как будто в руке не дорогой телефон, флагман крупнейшей компании, а какая-то китайская подделка. Разочаровал и экран, который под углами искажается довольно заметно. А камера с хваленой оптической стабилизацией не тормозила только при дневном освещении. Остальные минусы я уже описал выше. Все это мое субъективное мнение. Я не говорю, что все пишущие тут положительные отзывы врут. Просто мне данный телефон показался шагом назад после galaxy note 2. Несомненно, заслуживает похвалы размер дисплея в таком корпусе, камера при дневном свете, мощное железо, а также аккумулятор, который держит зарядку превосходно. Если вас устраивает качество дисплея под углами и глянцевый корпус, то покупайте без раздумий. За такую цену это лучший телефон.",3
"Телефон изумительный! Все в нем хорошо,  экран, скорость, многозадачность, софтовые фишки, цвета передает идеально. Звук замечательный.  Кто говорит о том, что звук не очень, могу посоветовать поставить плеер Neutron, настроить в нем эквалайзер, как положено, взять хорошие наушники и наслаждаться. И не нужно ждать шестой айфон, поверьте.",5
"Держит заряд минимум 2 сутки.  Остается еще 15 %. Экран 5.2 дюйма,  а по размерам телефон как 5 дюймовый самс с4. Все летает и жаловаться неначто.  Ни секунды не пожалел что купил.",5
"Спустя 6 месяцев как я купил Nexus 4, мне стало ясно что мне действительно нужно в смартфоне, а что не так критично. На первое место поставил автономность, камеру и дисплей не менее 5 дюймов (4.7 реально не много для просмотра фильмов). Купил LG G2 32Гб в эльдорадо по акции за 19 999. Детализация камеры просто невероятная, особенно когда фотографируешь мелкий шрифт например документ где есть печать и нужно что б видно было что на ней написано. Автономность такая, что я за день если выключить 3G просто не смогу его разрядить, если нексус дох прямо на глазах, то этот каждый раз удивляет своим скромным аппетитом к батареи. Настолько привык к функции разблокировки двойным ""тапом"" по экрану, что следующий смартфон буду искать с аналогичной фишкой. Понравилась быстрая зарядка за 1ч40 минут с 0 до 100%. Сильно удивила появившаяся царапина на стекле прикрывающем объектив камеры, учитывая что смартфон я не кладу в карман джинс...заказал чехол для задней панели. Во время разговора горит белым светом окантовка вокруг задней кнопки включения - смотрится очень красиво и оригинально. Когда друг взял мой смартфон и поставил рядом со своим Galaxy S4, он огорчился что его экран теперь не кажется ему таким большим, как раньше. Этот смартфон не будет лидером продаж, потому что корейцы до сих по не сильны в маркетинге и рекламе, но он однозначно превосходит Galaxy S4 и уж тем более флагманы Sony и HTC по всем параметрам.",5
Тянет любое приложение хороший динамик.Моя оценка супер положительная,5
Стоит потраченных на него денег по соотношению мечта/качество :),5
Больше лыжи брать не буду.,2
"Прошлым летом купил любимой LG Optimus G за 12000 и был нереально удивлен показателем цена/качество! И загорелось в душе искра, начал ждать продаж на рынке G2. В итоге купил в октябре за 18000. Другие телефоны даже и не рассматривал, т.к. у этого флагмана много своих примочек и нужно было уложиться до 20000. Были раньше Iphone, HTC, Nokia. 3 раза уранил с высоты 0,5 - 1 метр под углом 60 - 80 градусов на асфальт и плитку без чехла. Теперь он меченый, ну я и неуклюжий! Экран и рамка целы. Вмятины на глянце(((",5
"Отличный аппарат. У меня раньше был Fly IQ4410, так у него такой же хороший экран. Автономность работы немного непонятна. Может разрядится до 30% за 6 часов. Но это почти всегда включен экран, wi-fi, соцсети. Надеюсь раскачается, юзаю вторую неделю.У мена евростандарт, после замены симки(Билайн) 4G заработал без проблем. Тем более очень неплохая гарнитура в комплекте была) насколько знаю в РСТ ее нет.",5
"Пользуюсь 3 месяца.Классная модель, нет слов экран просто супер. Были проблемы, но после обновления на 4.4 их не стало. Купил китайскую версии с наушниками lg в комплекте.",5
"На сегодня это самый лучший телефон что у меня был по савокупности признаков. Конечно нокия лучше фотографирует, а в сони приятнее дорабатывают интерфейс, но все вместе в lg g2 перетягивает в свою сторону.",5
"Сменил свой четвертый айфон на это чудо и сразу понял что не ошибся. Скорость работы, автономность, экран, ИК порт и многое другое - все это есть в этом аппарате. Пользуясь им, не думаешь о том что где он тебя подведет и сядет. 4г, wi fi, GPS, google now а так же 2 часа музыки, звонков  и игр, 5 часов экрана рабочего и только в 10 вечера он попросил кушать - это более чем достаточно. Этого телефона еще на два года как минимум хватит. А если и не хватит то кастом наше все) один из самых поддерживаемых дейвасов)",5
"Дело было так: в настройках телефона было установлено ""уведомлять о появившемся обновлении ОС"". После подтверждения, обновление ОС произошло не полностью, аппарат выдал ошибку и далее ""смотри недостатки"".",3
"По прежнему остается одной из самых оптимальной моделей на рынке с т.зр цена-качество-производительность. По сути с точки зрения железа кардинально нового ничего не появляется, а ново-появляющийся софт аппарат тянет легко. Пережил уже несколько падений без чехла, стекло живое  - хоть даже и без пленки.UPD от 11 апр: по прежнему продолжает радовать при сравнении с появляющимися на рынке новыми моделями) лишний раз убеждаемся, что главное хорошее железо, которого мне лично вот уже два года как хватает: проц, 2 гб оперативы (можно больше, но после очистки кэша все снова летает), камера 13 мп, 32 гб памяти, пусть даже без слота карты памяти, экран 5,2  - все актуально и по прошествии 2 лет ))) прошел испытание водой (пару раз под сильным дождем пришлось доставать), летал на асфальт, летал на пол бесчисленное кол-во раз, посмотрим как дальше будет себя вести)))",5
"1.Возможно, кому-то покажется скользким, но это сугубо индивидуально.2.Ношу без чехла и купленного бампера - только пленка, все отлично.",5
"Скоро два года эксплуатации. Во всем отлично, но с полугода гарантийного срока стал глючить экран - то самопроизвольно включает что попало - в частности, виджеты верхней части экрана, то отключается сенсорность... в итоге мучений - заменил по гарантии экран. Кстати, еще раз отметил высочайшее качество обслуживания в фирменном центре LG. В первый раз пришел - перепрошили, но не помогло, и на следующий день - заменили весь дисплей. Все стало работать на отлично. И.... я казалось бы забыл про проблему, но в этом месяце, в апреле, спустя более полугода после замены, вновь возникли проблемы именно с экраном: сейчас возникли проблемы с центральной горизонтальной полосой сенсорного экрана.  То есть - вывод - сенсорный экран имеет технологический глюк, который проявляется то там, то сям. Понятно, что сейчас мне замену сделать возможно только за деньги. Но,  с учетом естественного износа, помучаюсь еще, и куплю новый. Хотел бы LG, в моей семье только эта марка у всех, модели разные, и проверена, и прижилась всем. Но,  с учетом того, что политика моделирования у LG изменилась, это заметно по новым моделям, буду думать и искать. Спасибо)",4
"Одна из самых удачных моделей последнего времени. Все превосходно за исключением звука. Поддержка 24-х бит и 96 кГц оказалась пылью в глаза. Музыка, особенно громкая, на этом телефоне звучит размазано, звуки смешиваются в неприятную кашу. Впрочем не думаю, что это все заметят. Так что рекомендую всем, кроме меломанов. Меломанам лучше подождать шестой айфон)",5
"Аппарат хороший, необычный, качественный. Очень доволен",5
Смарт в активной работе 2 недели.,5
"Лучший телефон, у жены айфон 5S по скорости и количеству наворотов айфон просто в 2 раза уступает. Скорость передачи данных, пробуждение по двойному тапу, камера видео и фотосъёмки просто на высоте, у меня зеркалка снимает почти так же (но лучше). Аккум после целого дня использования приношу домой на 60% заряженным. Много можно перечислять из положительных моментов, скорость в приложениях,не зависает, отлично реагирует на прикосновения, выдерживает низкие температуры без тормозов и высокие без поломки (оставил в рюкзаке в Доминикане на солнце там больше +50ти, вытащил и обжёг руку, думал конец настал, однако уже 4 месяца никаких последствий), отличный звук,хороший приём. Кнопка регулировки звука и отключения на задней панели это супер удобно. Зарядка почти с нуля до 100% меньше чем за час!!! Есть множество встроенных примочек как беспроводной накопитель, дубляж электронных карт, ИК-пульт ДУ для любого устройства, будь то кондиционер на Гаити, или телевизор в Париже, по всему миру с вами ваш пульт от всего вокруг. Есть возможность рисовать польцем на экране себе напоминания, и они будут прозрачными весь день пока не выключишь. Есть функция Энергосбережения, обрубает всё лишнее на 30% аккумулятора. Есть подсветка LED рядом с лицевой камерой, а так же подсветка сзади на кнопке отключения, можно запрограмировать любой цвет на любой контакт, и он будет мигать при звонках и смс, удобно на работе, все мигают зелёным, а жена розовым, значит надо ответить)  Это только часть всех приятных мелочей, которыми вас окружит этот мегателефон) всем советую!!",5
"Ездил в Таиланд компанией, у всех гаджеты и фотоаппараты современные, мой LG G2 32гига, переплюнул всех по качеству фотосъемке, видео съемке, в ночное время и даже при съемке на концерте выбираем объект,остальные шумы понижает и всё норм слышно. По сравнению фоток на айфон 5s сам не ожидал, LG G@ сминает качественнее!!! сравнивали с 2-мя айфонами. Теперь по поводу батарейки, судите сами. Из 10 суток диагностики, наснимал 1150фото по 5-9мегабайт + видео 2,5 гига, интернет как обычно всегда работал для нужд. За 10 дней зарядил 5,5 раз!!! Пользуюсь пол года и теперь все фоткаються на мой телефон!!Сестре купил сейчас LG G3!!  советую!!!",5
"Аппарат просто чудо! Только 32 гб-цвет кому что нра! Связь на высоте! Смело можно рекомендовать как лидер в сегменте до 40000!Итог-качество +супер идеально настройки прошивок и программного управления-! Успех  и радость у пользователей! РЕКОМЕНДУУУЮ НА ВСЕ 1000% !",5
"Ко всем новшествам привыкаешь моментально, в руку входит как влитой.",5
"1. Да, нет разъема под sd-карту. Однако, все не так плохо: есть 32гб версия (которую я и взял - скорость чтения/записи выше, нет проблем с переносом приложений), и есть usb-otg. Втыкаем через переходник обычную флешку - и вуаля!",5
"Прослужил год и 2 мес ровно, начало дергаться изображение, причем сначала начала дергаться нижняя панель, потом до половины и вот через 2 недели дерганий не видно ничего, всё дико скачет и я не попадаю даже на кнопку, чтоб ответить на входящий звонок. Ремонт стоит 7.5 тысяч, телефон кредитный, кредит до сих пор не зарыт, а аппарат уже сдох. Очень разочарована, ибо тряслась за него, не роняла, не топила и не производила иных манипуляций, способных подорвать его жизнедеятельность. Хваленое стекло Горилаглас всё ж царапается. Камера фокусирует отвратительно. В общем, грусть за такие деньги (брала за 21 000 руб)",1
"Пишу собственно из-за того что вынужден был нести телефон в сервис. на 9м месяце жизни на экране вылезло пятно. Это конечно плохо и н ив коем виде не красит лыжу. Думал, на кой черт купил не серяк. Сейчас бы отнет на горбушу, подождал бы денек, отдал бы тыщи три и все. В официальном сервисе наверняка придется день ждать в очереди и месяц из ремонта. Нифига, по электронной очереди подождал 15 минут, и услышал удивительную для меня фразу - через пол часа подходите, забирайте. Сделали! заменили экран, через пол часа я уже поехал домой с тем же самым дивайсом. Может я давно ничего не ремонтировал но к такому человеческому сервису еще не привык. Даже на след день перезвонили, уточнили все ли нормально с телефоном который вчера ремонтировали, как функционирует, доволен ли я. Я шел в сервис, думая, не дай бог что не так - лыж больше не куплю. Теперь уверен что следующий телефон или какая БТ будут обязательно лыжными. Проверить мой отзыв несложно. я есть и на фейсе и вообще в интернете в свободном доступе.",4
"В целом аппарат очень крут,радуют его фишки ( отправка смс по установленному заранее времени и дате, тапы по экрану и т.д). К кнопкам на задней панели тоже очень быстро привыкаешь( когда берешь другой телефон в руки пальцы уже автоматически начинают искать кнопки сзади). Телефоны были разные и айфон и самсунг нот2 и сони, но этот просто сказка по сравнению с выше перечисленными( в айфонах софт ограниченный экран маловат, нот 2 можно сказать что лопата с режущем глаза экраном и т.д.) но опять же каждому свое.Цена конечно кусается( у меня рст). Но не смотря на его недостатки и цену я бы все равно его ни на что не променяла. В использовании больше месяца, до сих пор нарадоваться этим телефоном не могу.  Довольна как слон.",5
"Стабильность работы,функциональность,камера,отличная автономность.Желания приобретать G3/G4/G5 нет.",5
"Привезли все ок. На экране уже красовалась заводская пленка, которую и снимать ненадо. Экран хорош(после амолед матриц, глаза не так устают при долгой эксплотации да и цвета более реальными кажутся). Корпус, как сказал выше из недорогого пластик, но несмотря на это телефон смотрится достаточно симпотично. Про начинку писать смысла нету, и так все знают, но тормозов замечено небыло(кроме неискоренимых андроидовских, которые мощьностью не решить). Батарею держит хорошо. Сигнал 4G ловит неплохо(Чтоб заработал 4g от Мегафона, нужно поменять симку на новую и переподключить пакет интернета, позвонив в службу поддержки, если вы его подключали ранее, а то работать небудет).Так что телефон на твердую 4+ яб сказал... есть ряд недостатков, но они компенсируются многими плючами",4
"Першел с старого, но проверенного гэлакси с2. После g2 не хочется даже брать в руки тусклый амолед. Из за фул хд тяжеловато флагману тянуть производительные игры. К покупке советую, только внимательно проверяйте, брак встречается. В телефоне 3845#*802#",4
"Мне телефон очень понравился. Размер то, что нужно (имхо, для моей руки) Картинку экран выдает потрясающую! Хочу отметить то, что автоматика практически без ошибок регулирует яркость. Аккумулятор!! Я удовлетворен временем работы без подзарядки на 100%. Режим у телефона такой: утром в пути 35-40 мин фильма, 20 мин музыки или игра, минут 5 интернета, в течении дня примерно 40-50 мин разговоров, минут 30 навигатор,кратковременные выходы в интернет по 3g и wi fi, по пути домой также, как утром. Вечером тоже юзаю (комп пока не включаю). При этом я забыл про то, что нужно постоянно все отключать для экономии энергии - 3g, WI FI, GPS... У меня постоянно висит скайп. И при этом к вечеру аккумулятор редко показывает уровень заряда ниже 30%. Я считаю, что по автономности аппарат показал себя отлично, особенно в том режиме, как использую его я. Фотографирует и снимает видео суперски, но с условием хорошего освещения. Ну, детализации немного не хватает - работает шумодав. Я не рассматривал телефон - как замена фотоаппарата, но могу точно сказать, что фотик я буду брать с собой гораздо реже. По поводу звука - реально качественный звук в наушниках (при условии наличия нормальных наушников), но, как я и ожидал, тихий. Точнее не тихий, а не хватает мощности. Не все наушники прокачивает... Звук вызова достаточно громкий, особенно стандартные звуки. Очень нравится разблокировка экрана двойным тапом по экрану, правда не всегда с первого раза (не критично). Скорость работы в приложениях и играх - без комментариев, всё летает. Правда, греется при этом прилично. Я дополнил телефон оригинальным чехлом - вообще супер придумали! Отвечать на вызов можно не открывая чехол. Задняя часть чехла по фактуре в точности повторяет заднюю часть телефона. Толщина не сильно увеличивается. Всем советую, кому важны качество картинки и автономность!",5
